minute,slippage_per_share,x_t_allocated
2025-04-03 19:35:00+00:00,0.07499999999999929,1
2025-04-03 19:36:00+00:00,0.06500000000000128,1
2025-04-03 19:37:00+00:00,0.05000000000000426,1
2025-04-03 19:38:00+00:00,0.05000000000000071,1
2025-04-03 19:39:00+00:00,0.035000000000003695,2
2025-04-03 19:40:00+00:00,0.045000000000001705,1
2025-04-03 19:41:00+00:00,0.060000000000002274,1
2025-04-03 19:42:00+00:00,0.045000000000001705,1
2025-04-03 19:43:00+00:00,0.03000000000000469,2
2025-04-03 19:44:00+00:00,0.03499999999999659,2
2025-04-03 19:45:00+00:00,0.02499999999999858,2
2025-04-03 19:46:00+00:00,0.03999999999999915,1
2025-04-03 19:47:00+00:00,0.02500000000000213,2
2025-04-03 19:48:00+00:00,0.05999999999999872,1
2025-04-03 19:49:00+00:00,0.05000000000000071,1
2025-04-03 19:50:00+00:00,0.054999999999999716,1
2025-04-03 19:51:00+00:00,0.019999999999999574,3
2025-04-03 19:52:00+00:00,0.05000000000000426,1
2025-04-03 19:53:00+00:00,0.045000000000001705,1
2025-04-03 19:54:00+00:00,0.04499999999999815,1
2025-04-03 19:55:00+00:00,0.02499999999999858,2
2025-04-03 19:56:00+00:00,0.020000000000003126,3
2025-04-03 19:57:00+00:00,0.015000000000000568,4
2025-04-03 19:58:00+00:00,0.01999999999999602,3
2025-04-03 19:59:00+00:00,0.015000000000000568,4
